Wavelength,Intensity,Wavelength,Intensity,Wavelength,Intensity
782.02644,0.0159,781.36866,0.04647,782.02644,0.05148
782.06664,0.01577,781.3772,0.04376,782.06664,0.03014
782.10684,0.01562,781.38574,0.04046,782.10684,0.05526
782.14704,0.01573,781.39428,0.03736,782.14704,0.04946
782.18723,0.01595,781.40283,0.03589,782.18723,0.04743
782.22743,0.01614,781.41137,0.03355,782.22743,0.01235
782.26763,0.01629,781.41991,0.03163,782.26763,0.02037
782.30782,0.01668,781.42845,0.03203,782.30782,0.02933
782.34802,0.01729,781.43699,0.02931,782.34802,0.02825
782.38821,0.01775,781.44553,0.02842,782.38821,0.06034
782.42841,0.01814,781.45407,0.02761,782.42841,0.0244
782.4686,0.01882,781.46261,0.02657,782.4686,0.04434
782.50879,0.01982,781.47115,0.02451,782.50879,0.01042
782.54899,0.02071,781.47969,0.02432,782.54899,0.03774
782.58918,0.02152,781.48823,0.02388,782.58918,0.03854
782.62937,0.02234,781.49677,0.02226,782.62937,0.0476
782.66956,0.02286,781.5053,0.02214,782.66956,0.03854
782.70975,0.02315,781.51384,0.02157,782.70975,0.03132
782.74995,0.02333,781.52238,0.0196,782.74995,0.04396
782.79014,0.02336,781.53092,0.01813,782.79014,0.04228
782.83033,0.02315,781.53945,0.01789,782.83033,0.07634
782.87052,0.0231,781.54799,0.01716,782.87052,0.08762
782.91071,0.02367,781.55653,0.0176,782.91071,0.05226
782.9509,0.02463,781.56506,0.01723,782.9509,0.07651
782.99108,0.02576,781.5736,0.01753,782.99108,0.06745
783.03127,0.02658,781.58213,0.01691,783.03127,0.05032
783.07146,0.02705,781.59067,0.01719,783.07146,0.04903
783.11165,0.02704,781.5992,0.01562,783.11165,0.04161
783.15183,0.02639,781.60774,0.01507,783.15183,0.05396
783.19202,0.02567,781.61627,0.01494,783.19202,0.05555
783.23221,0.02521,781.62481,0.01365,783.23221,0.07209
783.27239,0.02491,781.63334,0.01255,783.27239,0.04509
783.31258,0.02511,781.64187,0.01199,783.31258,0.05071
783.35276,0.02523,781.65041,0.01178,783.35276,0.04457
783.39295,0.02595,781.65894,0.01168,783.39295,0.02926
783.43313,0.027,781.66747,0.01125,783.43313,0.07276
783.47332,0.02859,781.676,0.01102,783.47332,0.05433
783.5135,0.03074,781.68454,0.01009,783.5135,0.04445
783.55368,0.03362,781.69307,0.01025,783.55368,0.04262
783.59387,0.03713,781.7016,0.00984,783.59387,0.02855
783.63405,0.0408,781.71013,0.00887,783.63405,0.06482
783.67423,0.04406,781.71866,0.00926,783.67423,0.04407
783.71441,0.04634,781.72719,0.00834,783.71441,0.07169
783.75459,0.04755,781.73572,0.00784,783.75459,0.08333
783.79477,0.04794,781.74425,0.00778,783.79477,0.08072
783.83495,0.04818,781.75278,0.00798,783.83495,0.06739
783.87513,0.04813,781.76131,0.00716,783.87513,0.05639
783.91531,0.04858,781.76984,0.007,783.91531,0.09364
783.95549,0.04922,781.77837,0.00617,783.95549,0.0853
783.99567,0.05013,781.78689,0.00648,783.99567,0.08194
784.03585,0.05186,781.79542,0.0061,784.03585,0.06762
784.07602,0.05467,781.80395,0.00689,784.07602,0.06091
784.1162,0.05817,781.81248,0.00578,784.1162,0.05043
784.15638,0.06211,781.821,0.00558,784.15638,0.04958
784.19656,0.06726,781.82953,0.0056,784.19656,0.06763
784.23673,0.07449,781.83806,0.00451,784.23673,0.05631
784.27691,0.0857,781.84658,0.00578,784.27691,0.09725
784.31708,0.10527,781.85511,0.00517,784.31708,0.08226
784.35726,0.14094,781.86363,0.00556,784.35726,0.12435
784.39743,0.20584,781.87216,0.0049,784.39743,0.14523
784.43761,0.3141,781.88068,0.00456,784.43761,0.20081
784.47778,0.47801,781.88921,0.00479,784.47778,0.25053
784.51795,0.6881,781.89773,0.00498,784.51795,0.26144
784.55813,0.88932,781.90626,0.00549,784.55813,0.25966
784.5983,1,781.91478,0.00553,784.5983,0.22905
784.63847,0.97712,781.9233,0.00556,784.63847,0.21867
784.67864,0.83403,781.93183,0.0063,784.67864,0.2657
784.71881,0.63021,781.94035,0.00433,784.71881,0.23821
784.75898,0.43623,781.94887,0.00407,784.75898,0.21567
784.79915,0.2878,781.95739,0.00539,784.79915,0.20354
784.83932,0.1885,781.96592,0.00535,784.83932,0.17743
784.87949,0.13002,781.97444,0.00441,784.87949,0.14641
784.91966,0.09853,781.98296,0.00468,784.91966,0.12955
784.95983,0.08163,781.99148,0.00466,784.95983,0.10129
785,0.07181,782,0.0044,785,0.12002
785.04017,0.06553,782.00852,0.00531,785.04017,0.12398
785.08034,0.06137,782.01704,0.00488,785.08034,0.11085
785.1205,0.05884,782.02556,0.00431,785.1205,0.13673
785.16067,0.05648,782.03408,0.00338,785.16067,0.19345
785.20084,0.0542,782.0426,0.00344,785.20084,0.23457
785.241,0.05221,782.05112,0.00414,785.241,0.38427
785.28117,0.05006,782.05964,0.00479,785.28117,0.61232
785.32133,0.0474,782.06815,0.00517,785.32133,0.85024
785.3615,0.04467,782.07667,0.00578,785.3615,1
785.40166,0.04219,782.08519,0.00488,785.40166,0.99678
785.44182,0.03948,782.09371,0.00528,785.44182,0.82721
785.48199,0.03719,782.10222,0.00524,785.48199,0.54518
785.52215,0.03548,782.11074,0.00571,785.52215,0.36312
785.56231,0.03395,782.11926,0.00542,785.56231,0.23993
785.60248,0.03288,782.12777,0.00629,785.60248,0.17802
785.64264,0.03174,782.13629,0.00621,785.64264,0.1321
785.6828,0.03097,782.1448,0.00663,785.6828,0.09521
785.72296,0.03057,782.15332,0.00732,785.72296,0.09529
785.76312,0.03005,782.16183,0.00711,785.76312,0.08249
785.80328,0.03007,782.17035,0.00607,785.80328,0.08649
785.84344,0.03135,782.17886,0.00625,785.84344,0.0809
785.8836,0.03293,782.18738,0.00629,785.8836,0.09064
785.92376,0.02962,782.19589,0.00791,785.92376,0.06312
785.96392,0.03158,782.2044,0.0076,785.96392,0.06983
786.00408,0.0327,782.21292,0.00844,786.00408,0.06819
786.04423,0.03063,782.22143,0.00856,786.04423,0.04245
786.08439,0.03094,782.22994,0.00832,786.08439,0.07459
786.12455,0.03105,782.23845,0.00765,786.12455,0.06107
786.1647,0.03073,782.24696,0.00828,786.1647,0.06625
786.20486,0.02664,782.25548,0.00748,786.20486,0.07762
786.24502,0.02432,782.26399,0.00831,786.24502,0.07838
786.28517,0.02301,782.2725,0.00867,786.28517,0.08884
786.32533,0.02236,782.28101,0.00903,786.32533,0.07819
786.36548,0.02226,782.28952,0.00899,786.36548,0.08489
786.40563,0.02226,782.29803,0.00801,786.40563,0.03843
786.44579,0.02228,782.30654,0.00762,786.44579,0.02877
786.48594,0.02237,782.31505,0.00741,786.48594,0.01867
786.52609,0.02241,782.32356,0.0072,786.52609,0.04955
786.56625,0.02251,782.33206,0.00655,786.56625,0.03509
786.6064,0.02241,782.34057,0.00635,786.6064,0.02638
786.64655,0.0227,782.34908,0.00646,786.64655,0.0451
786.6867,0.02255,782.35759,0.00658,786.6867,0.0622
786.72685,0.02216,782.3661,0.00627,786.72685,0.02833
786.767,0.02177,782.3746,0.0058,786.767,0.03126
786.80715,0.02071,782.38311,0.00511,786.80715,0.03819
786.8473,0.01934,782.39162,0.00584,786.8473,0.05218
786.88745,0.01842,782.40012,0.0057,786.88745,0.06743
786.9276,0.01784,782.40863,0.0065,786.9276,0.03398
786.96775,0.01719,782.41713,0.00607,786.96775,0.01848
787.00789,0.01658,782.42564,0.00616,787.00789,0.03274
787.04804,0.01626,782.43415,0.00498,787.04804,0.02602
787.08819,0.0161,782.44265,0.00496,787.08819,0.02701
787.12834,0.01611,782.45115,0.00518,787.12834,0.01825
787.16848,0.01609,782.45966,0.0041,787.16848,0.01556
787.20863,0.01568,782.46816,0.00304,787.20863,-0.00212
787.24877,0.01557,782.47667,0.00351,787.24877,0.00184
787.28892,0.01515,782.48517,0.00366,787.28892,0.02657
787.32906,0.01439,782.49367,0.00371,787.32906,0.0242
787.36921,0.01412,782.50217,0.00344,787.36921,0.02852
787.40935,0.01368,782.51068,0.00401,787.40935,0.00704
787.44949,0.01321,782.51918,0.00367,787.44949,0.01081
787.48964,0.01307,782.52768,0.00289,787.48964,0.02696
787.52978,0.01333,782.53618,0.00358,787.52978,0.02043
787.56992,0.01368,782.54468,0.0032,787.56992,0.0132
787.61006,0.01371,782.55318,0.00424,787.61006,0.01807
787.6502,0.01381,782.56168,0.00403,787.6502,0.00106
787.69034,0.01367,782.57018,0.0034,787.69034,0.01028
787.73048,0.01335,782.57868,0.00395,787.73048,0.02354
787.77062,0.01297,782.58718,0.00311,787.77062,-0.00233
787.81076,0.01263,782.59568,0.00362,787.81076,0.00148
787.8509,0.01204,782.60418,0.00407,787.8509,-0.00431
787.89104,0.01161,782.61268,0.0043,787.89104,0.01134
787.93118,0.01098,782.62118,0.00376,787.93118,-0.00651
787.97132,0.01045,782.62968,0.00396,787.97132,0.00271
788.01146,0.00977,782.63817,0.00409,788.01146,0.01173
788.05159,0.00951,782.64667,0.00418,788.05159,0.00371
788.09173,0.00944,782.65517,0.00416,788.09173,0.01009
788.13187,0.00938,782.66367,0.00352,788.13187,0.03157
788.172,0.00904,782.67216,0.00411,788.172,0.00139
788.21214,0.0091,782.68066,0.00388,788.21214,0.0095
788.25227,0.0096,782.68915,0.00375,788.25227,-0.00105
788.29241,0.01031,782.69765,0.00312,788.29241,-0.0025
788.33254,0.01088,782.70614,0.00334,788.33254,-0.00888
788.37267,0.01152,782.71464,0.00367,788.37267,-0.03626
788.41281,0.01175,782.72313,0.00403,788.41281,-0.00969
788.45294,0.01166,782.73163,0.00335,788.45294,-0.00695
788.49307,0.01117,782.74012,0.00393,788.49307,0.02574
788.5332,0.01035,782.74862,0.00362,788.5332,-0.01157
788.57334,0.00956,782.75711,0.0033,788.57334,-0.01932
788.61347,0.00862,782.7656,0.00374,788.61347,-0.00837
788.6536,0.00813,782.7741,0.0038,788.6536,-0.00597
788.69373,0.00763,782.78259,0.00355,788.69373,0.0087
788.73386,0.00708,782.79108,0.00267,788.73386,-0.01614
788.77399,0.00666,782.79957,0.00324,788.77399,0.00843
788.81412,0.00635,782.80806,0.00277,788.81412,0.00159
788.85425,0.00623,782.81655,0.00305,788.85425,0.00677
788.89437,0.00617,782.82505,0.0036,788.89437,-0.01782
788.9345,0.00614,782.83354,0.0029,788.9345,-0.02905
788.97463,0.00615,782.84203,0.00258,788.97463,-0.01615
789.01476,0.00634,782.85052,0.00238,789.01476,-0.00511
789.05488,0.00671,782.85901,0.00374,789.05488,-0.04
789.09501,0.00692,782.8675,0.00302,789.09501,-0.01344
789.13514,0.0072,782.87598,0.00326,789.13514,-0.02531
789.17526,0.00723,782.88447,0.00288,789.17526,-0.02677
789.21539,0.00742,782.89296,0.0033,789.21539,-0.01854
789.25551,0.00729,782.90145,0.0036,789.25551,-0.02109
789.29563,0.00688,782.90994,0.00175,789.29563,-0.00731
789.33576,0.00671,782.91843,0.00114,789.33576,0.00322
789.37588,0.00646,782.92691,0.00173,789.37588,-0.00145
789.416,0.006,782.9354,0.00312,789.416,-0.00985
789.45613,0.00566,782.94389,0.00303,789.45613,-0.01968
789.49625,0.0054,782.95237,0.00334,789.49625,-0.03778
789.53637,0.00521,782.96086,0.00389,789.53637,-0.00761
789.57649,0.00485,782.96934,0.00305,789.57649,-0.03399
789.61661,0.0048,782.97783,0.00413,789.61661,-0.01647
789.65673,0.00474,782.98632,0.00309,789.65673,0.01472
789.69685,0.00468,782.9948,0.00262,789.69685,-0.01885
789.73697,0.0047,783.00328,0.00429,789.73697,-0.01925
789.77709,0.00469,783.01177,0.00419,789.77709,-0.01332
789.81721,0.00457,783.02025,0.00495,789.81721,-0.01973
789.85733,0.00457,783.02874,0.00537,789.85733,-0.02336
789.89745,0.00442,783.03722,0.00462,789.89745,-0.02424
789.93756,0.00456,783.0457,0.0035,789.93756,-0.01415
789.97768,0.00451,783.05419,0.00352,789.97768,-0.00677
790.0178,0.0043,783.06267,0.00417,790.0178,-0.02585
790.05791,0.00412,783.07115,0.00321,790.05791,-0.01378
790.09803,0.00419,783.07963,0.00402,790.09803,-0.01462
790.13815,0.004,783.08811,0.00442,790.13815,-0.03017
790.17826,0.00374,783.09659,0.00407,790.17826,-0.03418
790.21837,0.00342,783.10508,0.0043,790.21837,-0.01589
790.25849,0.00311,783.11356,0.00339,790.25849,-0.00612
790.2986,0.00287,783.12204,0.00368,790.2986,-0.03967
790.33872,0.00289,783.13052,0.00448,790.33872,-0.02278
790.37883,0.00276,783.139,0.00401,790.37883,-0.0321
790.41894,0.00283,783.14747,0.00423,790.41894,-0.02532
790.45905,0.00272,783.15595,0.0036,790.45905,-0.02509
790.49916,0.00293,783.16443,0.00282,790.49916,-0.02716
790.53928,0.00304,783.17291,0.00263,790.53928,-0.05142
790.57939,0.00292,783.18139,0.00344,790.57939,-0.02011
790.6195,0.0028,783.18987,0.00297,790.6195,-0.04079
790.65961,0.00255,783.19834,0.00262,790.65961,-0.05708
790.69972,0.00272,783.20682,0.0048,790.69972,-0.03511
790.73983,0.00261,783.2153,0.00433,790.73983,-0.02318
790.77993,0.00245,783.22377,0.00405,790.77993,-0.0055
790.82004,0.00214,783.23225,0.00394,790.82004,-0.02727
790.86015,0.00198,783.24073,0.00283,790.86015,-0.01231
790.90026,0.00181,783.2492,0.00456,790.90026,-0.01403
790.94036,0.00175,783.25768,0.00444,790.94036,-0.02829
790.98047,0.00161,783.26615,0.00438,790.98047,-0.03012
791.02058,0.00159,783.27463,0.00524,791.02058,-0.03218
791.06068,0.00165,783.2831,0.00454,791.06068,-0.01902
791.10079,0.00193,783.29158,0.00443,791.10079,-0.02825
791.14089,0.00203,783.30005,0.00523,791.14089,-0.02048
791.181,0.00196,783.30852,0.0047,791.181,-0.03396
791.2211,0.00209,783.317,0.00423,791.2211,-0.04893
791.2612,0.00192,783.32547,0.00395,791.2612,-0.04389
791.30131,0.00182,783.33394,0.0037,791.30131,-0.05236
791.34141,0.00178,783.34241,0.00311,791.34141,-0.03758
791.38151,0.00182,783.35089,0.00388,791.38151,-0.05539
791.42161,0.0016,783.35936,0.00457,791.42161,-0.04708
791.46172,0.00127,783.36783,0.00366,791.46172,-0.04147
791.50182,0.00115,783.3763,0.00344,791.50182,-0.05738
791.54192,0.0012,783.38477,0.00443,791.54192,-0.05514
791.58202,0.0011,783.39324,0.0046,791.58202,-0.03328
791.62212,0.00109,783.40171,0.00325,791.62212,-0.04534
791.66222,9.50E-04,783.41018,0.00343,791.66222,-0.05137
791.70232,9.04E-04,783.41865,0.00367,791.70232,-0.05063
791.74241,6.16E-04,783.42712,0.00316,791.74241,-0.03956
791.78251,6.39E-04,783.43559,0.00362,791.78251,-0.06385
791.82261,6.80E-04,783.44406,0.00248,791.82261,-0.05762
791.86271,7.13E-04,783.45253,0.00297,791.86271,-0.02677
791.9028,7.96E-04,783.46099,0.00296,791.9028,-0.05526
791.9429,4.97E-04,783.46946,0.00324,791.9429,-0.04712
791.983,2.87E-04,783.47793,0.0028,791.983,-0.0417
792.02309,4.02E-04,783.4864,0.00232,792.02309,-0.0656
792.06319,3.85E-04,783.49486,0.00151,792.06319,-0.05423
792.10328,2.78E-04,783.50333,0.00197,792.10328,-0.04845
792.14338,2.65E-04,783.51179,0.00267,792.14338,-0.03557
792.18347,1.11E-04,783.52026,0.00213,792.18347,-0.03996
792.22356,2.13E-05,783.52873,0.00267,792.22356,-0.05683
792.26366,2.76E-05,783.53719,0.00177,792.26366,-0.06139
792.30375,1.61E-04,783.54566,0.00196,792.30375,-0.06088
792.34384,-3.19E-05,783.55412,0.00284,792.34384,-0.06393
792.38393,-1.55E-04,783.56258,0.00293,792.38393,-0.04734
792.42402,-2.18E-04,783.57105,0.00203,792.42402,-0.03002
792.46412,-2.57E-04,783.57951,0.00146,792.46412,-0.05164
792.50421,-2.28E-04,783.58798,0.00216,792.50421,-0.05752
792.5443,-3.33E-04,783.59644,0.00205,792.5443,-0.04564
792.58439,-3.68E-04,783.6049,0.00208,792.58439,-0.05893
792.62448,-3.69E-04,783.61336,0.00261,792.62448,-0.0621
792.66456,-5.25E-04,783.62183,0.00277,792.66456,-0.06066
792.70465,-5.83E-04,783.63029,0.0023,792.70465,-0.03239
792.74474,-7.41E-04,783.63875,0.00169,792.74474,-0.0619
792.78483,-8.84E-04,783.64721,0.002,792.78483,-0.04596
792.82491,-9.53E-04,783.65567,0.00273,792.82491,-0.07113
792.865,-0.00103,783.66413,0.0024,792.865,-0.08444
792.90509,-0.0012,783.67259,0.00353,792.90509,-0.08188
792.94517,-0.00131,783.68105,0.00324,792.94517,-0.06721
792.98526,-0.00136,783.68951,0.00291,792.98526,-0.03529
793.02534,-0.00137,783.69797,0.00374,793.02534,-0.06285
793.06543,-0.0014,783.70643,0.0046,793.06543,-0.06895
793.10551,-0.00158,783.71489,0.00438,793.10551,-0.06087
793.1456,-0.00152,783.72335,0.00327,793.1456,-0.08657
793.18568,-0.00154,783.7318,0.00375,793.18568,-0.05567
793.22576,-0.00186,783.74026,0.00334,793.22576,-0.08505
793.26584,-0.0018,783.74872,0.00391,793.26584,-0.06756
793.30593,-0.00188,783.75718,0.00429,793.30593,-0.10989
793.34601,-0.00172,783.76563,0.00364,793.34601,-0.08132
793.38609,-0.00168,783.77409,0.00457,793.38609,-0.0805
793.42617,-0.00177,783.78255,0.00496,793.42617,-0.04187
793.46625,-0.00189,783.791,0.00593,793.46625,-0.04255
793.50633,-0.00185,783.79946,0.00539,793.50633,-0.05349
793.54641,-0.00202,783.80791,0.0048,793.54641,-0.06147
793.58649,-0.00185,783.81637,0.00405,793.58649,-0.06035
793.62657,-0.00192,783.82482,0.00425,793.62657,-0.07606
793.66665,-0.00176,783.83328,0.0052,793.66665,-0.06713
793.70672,-0.00182,783.84173,0.00491,793.70672,-0.05328
793.7468,-0.00171,783.85019,0.00565,793.7468,-0.06301
793.78688,-0.00188,783.85864,0.00577,793.78688,-0.08187
793.82695,-0.00206,783.86709,0.00519,793.82695,-0.05047
793.86703,-0.00183,783.87555,0.00531,793.86703,-0.05035
793.90711,-0.00209,783.884,0.00601,793.90711,-0.07746
793.94718,-0.00224,783.89245,0.00501,793.94718,-0.07223
793.98726,-0.00217,783.9009,0.00558,793.98726,-0.08926
794.02733,-0.00222,783.90935,0.006,794.02733,-0.06382
794.0674,-0.00209,783.9178,0.00527,794.0674,-0.08569
794.10748,-0.00232,783.92626,0.0056,794.10748,-0.05489
794.14755,-0.00235,783.93471,0.00574,794.14755,-0.05212
794.18762,-0.00223,783.94316,0.00548,794.18762,-0.07494
794.22769,-0.00244,783.95161,0.00531,794.22769,-0.0888
794.26777,-0.00249,783.96006,0.00571,794.26777,-0.0619
794.30784,-0.0025,783.96851,0.00521,794.30784,-0.0755
794.34791,-0.00258,783.97696,0.00486,794.34791,-0.08211
794.38798,-0.00261,783.9854,0.00485,794.38798,-0.08323
794.42805,-0.0027,783.99385,0.00445,794.42805,-0.08222
794.46812,-0.00263,784.0023,0.00601,794.46812,-0.08529
794.50819,-0.00282,784.01075,0.00543,794.50819,-0.08436
794.54826,-0.00306,784.0192,0.00605,794.54826,-0.10125
794.58833,-0.00304,784.02764,0.00595,794.58833,-0.07631
794.62839,-0.00307,784.03609,0.00556,794.62839,-0.06761
794.66846,-0.00316,784.04454,0.00547,794.66846,-0.09912
794.70853,-0.00323,784.05298,0.00572,794.70853,-0.09016
794.74859,-0.00332,784.06143,0.00631,794.74859,-0.07818
794.78866,-0.00309,784.06988,0.0056,794.78866,-0.08046
794.82873,-0.00303,784.07832,0.00489,794.82873,-0.07831
794.86879,-0.00334,784.08677,0.00437,794.86879,-0.08167
794.90886,-0.00344,784.09521,0.00468,794.90886,-0.09421
794.94892,-0.00327,784.10366,0.00493,794.94892,-0.08306
794.98898,-0.00333,784.1121,0.00393,794.98898,-0.08024
795.02905,-0.00332,784.12054,0.00493,795.02905,-0.09379
795.06911,-0.00345,784.12899,0.00505,795.06911,-0.09128
795.10917,-0.00345,784.13743,0.0057,795.10917,-0.09499
795.14924,-0.00361,784.14587,0.00592,795.14924,-0.12183
795.1893,-0.00349,784.15432,0.00509,795.1893,-0.08024
795.22936,-0.00346,784.16276,0.00553,795.22936,-0.10226
795.26942,-0.00359,784.1712,0.00505,795.26942,-0.08711
795.30948,-0.00366,784.17964,0.005,795.30948,-0.06532
795.34954,-0.00364,784.18808,0.00555,795.34954,-0.09544
795.3896,-0.00362,784.19653,0.0047,795.3896,-0.09543
795.42966,-0.0038,784.20497,0.00384,795.42966,-0.10097
795.46972,-0.00399,784.21341,0.004,795.46972,-0.0858
795.50978,-0.00402,784.22185,0.00342,795.50978,-0.07606
795.54984,-0.00416,784.23029,0.00345,795.54984,-0.07669
795.58989,-0.00415,784.23873,0.00373,795.58989,-0.07973
795.62995,-0.00401,784.24717,0.00371,795.62995,-0.10017
795.67001,-0.0039,784.2556,0.00283,795.67001,-0.09275
795.71006,-0.00389,784.26404,0.00297,795.71006,-0.09285
795.75012,-0.00395,784.27248,0.00286,795.75012,-0.09396
795.79018,-0.00418,784.28092,0.00198,795.79018,-0.07457
795.83023,-0.00427,784.28936,0.00244,795.83023,-0.09731
795.87028,-0.00425,784.29779,0.0031,795.87028,-0.1007
795.91034,-0.00422,784.30623,0.00277,795.91034,-0.09396
795.95039,-0.00426,784.31467,0.00335,795.95039,-0.10335
795.99045,-0.00417,784.3231,0.00371,795.99045,-0.08415
796.0305,-0.00425,784.33154,0.00357,796.0305,-0.08821
796.07055,-0.0043,784.33998,0.00479,796.07055,-0.08332
796.1106,-0.00439,784.34841,0.00484,796.1106,-0.08109
796.15065,-0.00443,784.35685,0.00335,796.15065,-0.10165
796.19071,-0.00451,784.36528,0.00509,796.19071,-0.10609
796.23076,-0.0044,784.37372,0.0051,796.23076,-0.09179
796.27081,-0.00431,784.38215,0.00428,796.27081,-0.10714
796.31086,-0.00447,784.39059,0.00466,796.31086,-0.12155
796.35091,-0.00483,784.39902,0.00508,796.35091,-0.09343
796.39095,-0.0049,784.40745,0.00558,796.39095,-0.10637
796.431,-0.00492,784.41589,0.00576,796.431,-0.11085
796.47105,-0.00475,784.42432,0.00652,796.47105,-0.10293
796.5111,-0.00468,784.43275,0.00644,796.5111,-0.11064
796.55115,-0.00481,784.44118,0.00647,796.55115,-0.09538
796.59119,-0.00502,784.44962,0.00526,796.59119,-0.08306
796.63124,-0.00486,784.45805,0.00615,796.63124,-0.1076
796.67129,-0.00498,784.46648,0.00608,796.67129,-0.07562
796.71133,-0.00515,784.47491,0.00627,796.71133,-0.07989
796.75138,-0.00516,784.48334,0.00706,796.75138,-0.09174
796.79142,-0.00517,784.49177,0.00608,796.79142,-0.07524
796.83146,-0.00515,784.5002,0.00648,796.83146,-0.08091
796.87151,-0.0051,784.50863,0.00607,796.87151,-0.09707
796.91155,-0.00516,784.51706,0.00779,796.91155,-0.08961
796.95159,-0.00516,784.52549,0.00749,796.95159,-0.071
796.99164,-0.00505,784.53392,0.00691,796.99164,-0.09591
797.03168,-0.00514,784.54235,0.00631,797.03168,-0.10905
797.07172,-0.00513,784.55077,0.00627,797.07172,-0.11512
797.11176,-0.00522,784.5592,0.00641,797.11176,-0.08868
797.1518,-0.00518,784.56763,0.00559,797.1518,-0.09185
797.19184,-0.00531,784.57606,0.00649,797.19184,-0.08162
797.23188,-0.00533,784.58448,0.00622,797.23188,-0.08263
797.27192,-0.0054,784.59291,0.00617,797.27192,-0.09349
797.31196,-0.00558,784.60134,0.00607,797.31196,-0.10614
797.352,-0.0056,784.60976,0.00626,797.352,-0.09897
797.39204,-0.0056,784.61819,0.00625,797.39204,-0.09682
797.43208,-0.00554,784.62661,0.00619,797.43208,-0.08566
797.47211,-0.00563,784.63504,0.00576,797.47211,-0.11279
797.51215,-0.00574,784.64346,0.00649,797.51215,-0.10041
797.55219,-0.00576,784.65189,0.00619,797.55219,-0.11156
797.59222,-0.00576,784.66031,0.00662,797.59222,-0.09676
797.63226,-0.00564,784.66873,0.00718,797.63226,-0.09118
797.67229,-0.00588,784.67716,0.00665,797.67229,-0.11459
797.71233,-0.00588,784.68558,0.00602,797.71233,-0.11857
797.75236,-0.00584,784.694,0.00588,797.75236,-0.09119
797.7924,-0.00607,784.70243,0.00621,797.7924,-0.11523
797.83243,-0.00598,784.71085,0.00648,797.83243,-0.11635
797.87246,-0.00594,784.71927,0.00627,797.87246,-0.1127
797.91249,-0.00602,784.72769,0.00643,797.91249,-0.09958
797.95253,-0.00614,784.73611,0.00623,797.95253,-0.1041
797.99256,-0.00598,784.74453,0.00636,797.99256,-0.14222
798.03259,-0.00617,784.75296,0.00557,798.03259,-0.07843
798.07262,-0.00618,784.76138,0.00574,798.07262,-0.0895
798.11265,-0.00616,784.7698,0.00558,798.11265,-0.11769
798.15268,-0.00614,784.77822,0.00606,798.15268,-0.11312
798.19271,-0.0061,784.78664,0.00564,798.19271,-0.08516
798.23274,-0.00604,784.79505,0.00688,798.23274,-0.11334
798.27277,-0.00606,784.80347,0.00664,798.27277,-0.12117
798.3128,-0.00616,784.81189,0.00648,798.3128,-0.09341
798.35282,-0.00626,784.82031,0.00672,798.35282,-0.11461
798.39285,-0.00627,784.82873,0.00642,798.39285,-0.12474
798.43288,-0.00635,784.83715,0.00747,798.43288,-0.12168
798.4729,-0.00637,784.84556,0.00683,798.4729,-0.11009
798.51293,-0.00642,784.85398,0.00578,798.51293,-0.10469
798.55295,-0.00635,784.8624,0.00502,798.55295,-0.09935
798.59298,-0.00643,784.87081,0.00547,798.59298,-0.09253
798.633,-0.00639,784.87923,0.00544,798.633,-0.11645
798.67303,-0.00629,784.88764,0.00604,798.67303,-0.09833
798.71305,-0.00636,784.89606,0.00627,798.71305,-0.13622
798.75308,-0.00652,784.90448,0.0061,798.75308,-0.09244
798.7931,-0.00667,784.91289,0.0068,798.7931,-0.10099
798.83312,-0.00656,784.9213,0.00671,798.83312,-0.10388
798.87314,-0.00645,784.92972,0.00686,798.87314,-0.10732
798.91316,-0.00642,784.93813,0.00668,798.91316,-0.12857
798.95319,-0.00653,784.94655,0.00638,798.95319,-0.11491
798.99321,-0.00667,784.95496,0.00611,798.99321,-0.11001
799.03323,-0.00685,784.96337,0.00606,799.03323,-0.1132
799.07325,-0.00676,784.97178,0.0053,799.07325,-0.10203
799.11327,-0.00668,784.9802,0.00559,799.11327,-0.10675
799.15329,-0.00668,784.98861,0.00624,799.15329,-0.11573
799.1933,-0.00677,784.99702,0.00686,799.1933,-0.11953
799.23332,-0.00679,785.00543,0.0048,799.23332,-0.09562
799.27334,-0.00675,785.01384,0.00492,799.27334,-0.08968
799.31336,-0.00684,785.02225,0.00589,799.31336,-0.10554
799.35337,-0.007,785.03066,0.00604,799.35337,-0.13227
799.39339,-0.0069,785.03907,0.00504,799.39339,-0.10559
799.43341,-0.00676,785.04748,0.00575,799.43341,-0.12608
799.47342,-0.00687,785.05589,0.00574,799.47342,-0.11846
799.51344,-0.00691,785.0643,0.00572,799.51344,-0.14426
799.55345,-0.00684,785.07271,0.00606,799.55345,-0.11382
799.59346,-0.00699,785.08112,0.00682,799.59346,-0.13616
799.63348,-0.00701,785.08953,0.00676,799.63348,-0.13291
799.67349,-0.00713,785.09794,0.00619,799.67349,-0.13085
799.7135,-0.00714,785.10634,0.00559,799.7135,-0.12674
799.75352,-0.00707,785.11475,0.00624,799.75352,-0.12708
799.79353,-0.00714,785.12316,0.00619,799.79353,-0.12383
799.83354,-0.0071,785.13157,0.00564,799.83354,-0.13826
799.87355,-0.00718,785.13997,0.005,799.87355,-0.10478
799.91356,-0.00719,785.14838,0.00637,799.91356,-0.09947
799.95357,-0.00718,785.15678,0.00606,799.95357,-0.10736
799.99358,-0.00715,785.16519,0.0059,799.99358,-0.1197
